job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role
AIJOB1231,Data Scientist,Data Science,Mid,7,Associate's,153000.0,90000.0,320000.0,Zurich,Switzerland,On-site,Enterprise (5000+),Technology,Data Visualization|SQL|Scikit-learn|Statistics|ML Algorithms|Communication|SQL|Problem Solving,25.37,92,29.9,9.4,2026,2,0,0,0
AIJOB1232,AI Compliance Manager,Governance,Senior,8,PhD,140000.0,95000.0,320000.0,Sydney,Australia,On-site,Enterprise (5000+),Automotive,EU AI Act|Risk Management|Legal Knowledge|Auditing|Documentation|Cloud|Git,32.53,68,25.5,9.6,2025,10,1,0,0
AIJOB1233,AI Ethics Officer,Governance,Mid,6,Master's,210000.0,90000.0,320000.0,Austin,USA,On-site,Startup (1-50),Retail,Communication|Research|Risk Assessment|AI Policy|Leadership,2.44,72,23.3,8.5,2026,1,0,0,0
AIJOB1234,AI Engineer,AI Engineering,Entry,3,Bootcamp/Self-taught,100000.0,90000.0,300000.0,Beijing,China,Hybrid,Startup (1-50),Retail,Python|LLM Integration|Cloud (AWS/GCP/Azure)|Linux|Communication,48.72,95,79.9,9.7,2025,11,0,1,0
AIJOB1235,AI Ethics Officer,Governance,Senior,10,Associate's,110000.0,95000.0,320000.0,Zurich,Switzerland,Fully Remote,Enterprise (5000+),Manufacturing,Research|Communication|AI Policy|Statistics|Cloud,46.99,72,16.4,7.1,2026,3,1,1,0
AIJOB1236,Multimodal AI Engineer,AI Engineering,Mid,5,Master's,241000.0,90000.0,320000.0,Sydney,Australia,Fully Remote,Big Tech (FAANG+),Healthcare,Python|PyTorch|Fine-tuning|Agile,17.56,90,22.8,6.7,2026,1,0,1,1
AIJOB1237,AI Infrastructure Eng,Infrastructure,Mid,5,Associate's,140000.0,90000.0,320000.0,Chicago,USA,On-site,SME (51-500),Consulting,Storage|Cloud|Distributed Systems|Networking|Agile|Research,31.71,85,7.9,7.9,2026,1,0,0,0
AIJOB1238,Senior ML Engineer,AI Engineering,Mid,7,Bachelor's,180000.0,90000.0,320000.0,Toronto,Canada,Fully Remote,Startup (1-50),Education,Python|Distributed Systems|LLM Fine-tuning|MLOps|PyTorch|System Design|Problem Solving|Communication|Agile,12.2,96,78.0,9.5,2025,6,0,1,0
AIJOB1239,MLOps Engineer,ML Operations,Entry,3,PhD,233000.0,90000.0,300000.0,Dubai,UAE,Fully Remote,Big Tech (FAANG+),Government,Kubernetes|Python|Docker|CI/CD|Cloud|Monitoring|MLflow|Communication|Leadership,19.49,93,35.7,9.2,2026,1,0,1,0
AIJOB1240,Deep Learning Engineer,AI Engineering,Mid,5,Bootcamp/Self-taught,204000.0,90000.0,320000.0,Seattle,USA,On-site,Enterprise (5000+),Retail,TensorFlow|Neural Networks|CUDA|PyTorch|Linux|Research|Problem Solving,0.49,89,22.2,8.8,2026,1,0,0,0
AIJOB1241,Robotics Engineer (AI),Robotics,Senior,9,PhD,125000.0,95000.0,320000.0,Sydney,Australia,Hybrid,Startup (1-50),Healthcare,C++|ROS|Control Systems|Statistics|Agile|Communication,39.76,76,28.9,6.8,2025,11,1,1,0
AIJOB1242,AI Infrastructure Eng,Infrastructure,Mid,4,Bootcamp/Self-taught,230000.0,90000.0,320000.0,Los Angeles,USA,Hybrid,SME (51-500),Finance,Storage|Kubernetes|Cloud|Distributed Systems|CUDA|Networking|SQL|Problem Solving|Communication,12.2,85,23.2,9.1,2025,9,0,1,0
AIJOB1243,ML Engineer,AI Engineering,Mid,7,PhD,280000.0,90000.0,320000.0,Chicago,USA,Fully Remote,Big Tech (FAANG+),Retail,TensorFlow|Kubernetes|PyTorch|SQL|Communication|Problem Solving,36.59,97,45.5,6.3,2026,2,0,1,0
AIJOB1244,AI Research Scientist,Research,Senior,10,Master's,115000.0,95000.0,320000.0,Tokyo,Japan,Fully Remote,Startup (1-50),Technology,Research|Mathematics|Publishing|Agile|Research,44.58,88,10.5,9.8,2026,1,1,1,0
AIJOB1245,ML Engineer,AI Engineering,Senior,9,Master's,203000.0,95000.0,320000.0,Singapore,Singapore,Fully Remote,Big Tech (FAANG+),Energy,PyTorch|Kubernetes|MLOps|TensorFlow|SQL|Python|Leadership,2.17,97,25.2,7.6,2025,7,1,1,0
AIJOB1246,Generative AI Engineer,AI Engineering,Mid,5,Bootcamp/Self-taught,150000.0,90000.0,320000.0,Singapore,Singapore,Fully Remote,Startup (1-50),Government,Deployment|Python|Diffusion Models|GenAI APIs|Fine-tuning|LLMs|Leadership|Problem Solving|Communication,26.83,95,53.4,8.5,2025,2,0,1,1
AIJOB1247,Generative AI Engineer,AI Engineering,Entry,3,Bootcamp/Self-taught,202000.0,90000.0,300000.0,Sydney,Australia,Hybrid,SME (51-500),Education,Diffusion Models|Deployment|LLMs|GenAI APIs|Leadership|SQL|Communication,3.59,95,43.8,9.1,2025,9,0,1,1
AIJOB1248,AI Agent Developer,AI Engineering,Mid,6,Bootcamp/Self-taught,155000.0,90000.0,320000.0,Beijing,China,Hybrid,Big Tech (FAANG+),Education,AutoGen|Planning Systems|Python|Tool Use|Statistics|Research,24.39,96,86.1,9.2,2025,1,0,1,1
AIJOB1249,Robotics Engineer (AI),Robotics,Entry,3,Associate's,237000.0,90000.0,300000.0,Los Angeles,USA,Hybrid,Big Tech (FAANG+),Manufacturing,Simulation|C++|ROS|Git|Cloud,21.54,76,19.3,9.6,2025,6,0,1,0
AIJOB1250,LLM Engineer,AI Engineering,Senior,8,Bachelor's,250000.0,95000.0,320000.0,Singapore,Singapore,Hybrid,Startup (1-50),Research,Prompt Engineering|RAG|Python|Vector DBs|LLM APIs|SQL,20.48,98,58.4,8.4,2026,2,1,1,1
AIJOB1251,Robotics Engineer (AI),Robotics,Entry,3,Bachelor's,240000.0,90000.0,300000.0,Remote,Global,Hybrid,Mid-size (501-5000),Manufacturing,Control Systems|Python|ROS|Computer Vision|Linux,23.08,76,17.7,9.2,2025,5,0,1,0
AIJOB1252,AI Research Scientist,Research,Mid,6,Associate's,115000.0,90000.0,320000.0,Bangalore,India,Hybrid,Startup (1-50),Consulting,PyTorch|Publishing|Deep Learning|Research|Git,43.9,88,27.2,6.1,2026,3,0,1,0
AIJOB1253,Deep Learning Engineer,AI Engineering,Senior,9,Master's,270000.0,95000.0,320000.0,San Francisco,USA,Hybrid,SME (51-500),Research,TensorFlow|GPU Computing|Neural Networks|PyTorch|Research,30.12,89,22.4,7.2,2026,3,1,1,0
AIJOB1254,Senior ML Engineer,AI Engineering,Senior,11,Associate's,228000.0,95000.0,320000.0,Berlin,Germany,On-site,Mid-size (501-5000),Manufacturing,System Design|Python|MLOps|Distributed Systems|PyTorch|LLM Fine-tuning|Agile|Problem Solving,9.88,96,19.8,7.4,2026,3,1,0,0
AIJOB1255,Robotics Engineer (AI),Robotics,Mid,7,PhD,155000.0,90000.0,320000.0,Amsterdam,Netherlands,On-site,Mid-size (501-5000),Education,Simulation|C++|Computer Vision|Control Systems|Cloud,24.39,76,25.7,8.0,2025,1,0,0,0
AIJOB1256,Multimodal AI Engineer,AI Engineering,Mid,7,Associate's,239000.0,90000.0,320000.0,Zurich,Switzerland,Hybrid,Enterprise (5000+),Research,PyTorch|Vision-Language Models|Python|APIs|Fine-tuning|Agile|Problem Solving|Communication,16.59,90,13.4,8.0,2025,12,0,1,1
AIJOB1257,MLOps Engineer,ML Operations,Mid,7,Bachelor's,152000.0,90000.0,320000.0,Toronto,Canada,Fully Remote,Startup (1-50),Healthcare,CI/CD|Cloud|Kubernetes|Python|Monitoring|Communication|Agile,25.85,93,70.4,8.2,2026,2,0,1,0
AIJOB1258,NLP Engineer,AI Engineering,Senior,8,PhD,284000.0,95000.0,320000.0,Remote,Global,Hybrid,SME (51-500),Healthcare,Transformers|Hugging Face|Python|Cloud,36.87,91,23.0,6.1,2025,12,1,1,0
AIJOB1259,AI Agent Developer,AI Engineering,Mid,6,Bachelor's,290000.0,90000.0,320000.0,San Francisco,USA,Fully Remote,Mid-size (501-5000),Healthcare,AutoGen|LangChain|APIs|Git,41.46,96,71.3,8.6,2026,1,0,1,1
AIJOB1260,AI Compliance Manager,Governance,Mid,4,Master's,200000.0,90000.0,320000.0,Remote,Global,Fully Remote,Big Tech (FAANG+),Retail,Risk Management|Auditing|Documentation|Problem Solving|SQL,2.44,68,13.9,9.4,2026,1,0,1,0
AIJOB1261,Robotics Engineer (AI),Robotics,Entry,3,PhD,154000.0,90000.0,300000.0,Amsterdam,Netherlands,Hybrid,Enterprise (5000+),Finance,Computer Vision|Python|Control Systems|C++|Simulation|Agile|Statistics,21.03,76,29.4,9.0,2026,3,0,1,0
AIJOB1262,Senior ML Engineer,AI Engineering,Senior,9,Bachelor's,180000.0,95000.0,320000.0,Bangalore,India,On-site,SME (51-500),Education,System Design|Distributed Systems|PyTorch|LLM Fine-tuning|MLOps|SQL|Cloud|Linux,13.25,96,45.3,6.8,2026,2,1,0,0
AIJOB1263,Data Scientist,Data Science,Mid,5,Bootcamp/Self-taught,148000.0,90000.0,320000.0,Austin,USA,Hybrid,Startup (1-50),Retail,Scikit-learn|SQL|Python|ML Algorithms|SQL|Leadership,27.8,92,72.2,7.7,2025,10,0,1,0
AIJOB1264,RAG Engineer,AI Engineering,Mid,5,Bachelor's,256000.0,90000.0,320000.0,New York,USA,Hybrid,Enterprise (5000+),Retail,Python|Vector DBs|LLMs|LangChain|Research|SQL,24.88,94,67.6,9.1,2026,1,0,1,1
AIJOB1265,Multimodal AI Engineer,AI Engineering,Senior,9,Bachelor's,207000.0,95000.0,320000.0,Amsterdam,Netherlands,Hybrid,Enterprise (5000+),Media,PyTorch|Vision-Language Models|Fine-tuning|Leadership|SQL|Agile,0.24,90,21.4,8.5,2025,6,1,1,1
AIJOB1266,RAG Engineer,AI Engineering,Mid,7,PhD,237000.0,90000.0,320000.0,London,UK,Hybrid,Enterprise (5000+),Healthcare,Search Systems|Vector DBs|LangChain|Python|Agile,15.61,94,47.2,7.8,2026,1,0,1,1
AIJOB1267,Data Scientist,Data Science,Entry,3,PhD,138000.0,90000.0,300000.0,Toronto,Canada,Hybrid,Mid-size (501-5000),Energy,Data Visualization|Statistics|SQL|Cloud,29.23,92,21.2,6.1,2026,1,0,1,0
AIJOB1268,Multimodal AI Engineer,AI Engineering,Entry,3,Bachelor's,160000.0,90000.0,300000.0,Bangalore,India,Fully Remote,Enterprise (5000+),Manufacturing,Python|APIs|Fine-tuning|PyTorch|Research|Linux|Cloud,17.95,90,10.3,6.6,2025,7,0,1,1
AIJOB1269,Senior Data Scientist,Data Science,Mid,7,Associate's,157000.0,90000.0,320000.0,Beijing,China,Hybrid,Startup (1-50),Automotive,Python|Deep Learning|Advanced Statistics|ML|Git|Statistics|Research,23.41,90,17.1,8.9,2025,10,0,1,0
AIJOB1270,AI Security Engineer,Security,Senior,8,Bootcamp/Self-taught,140000.0,95000.0,320000.0,Zurich,Switzerland,On-site,Enterprise (5000+),Technology,Risk Analysis|Cybersecurity|ML Security|Red Teaming|Python|Agile|Statistics,32.53,80,5.1,8.9,2025,9,1,0,0
AIJOB1271,NLP Engineer,AI Engineering,Mid,7,Master's,148000.0,90000.0,320000.0,Tokyo,Japan,Hybrid,Enterprise (5000+),Automotive,Python|Transformers|BERT|LLMs|Hugging Face|Cloud|SQL,27.8,91,15.6,9.0,2026,2,0,1,0
AIJOB1272,Prompt Engineer,AI Engineering,Entry,2,Bachelor's,160000.0,90000.0,300000.0,Zurich,Switzerland,Hybrid,Mid-size (501-5000),Media,NLP|Testing|Prompt Design|Documentation|Communication,17.95,82,6.8,9.3,2025,4,0,1,1
AIJOB1273,NLP Engineer,AI Engineering,Mid,5,Bachelor's,145000.0,90000.0,320000.0,Berlin,Germany,On-site,Enterprise (5000+),Automotive,Python|Text Processing|Transformers|BERT|Leadership|Linux|Statistics,29.27,91,69.0,8.6,2025,11,0,0,0
AIJOB1274,LLM Engineer,AI Engineering,Entry,2,Master's,249000.0,90000.0,300000.0,Dubai,UAE,On-site,Startup (1-50),Energy,Prompt Engineering|Vector DBs|Python|Fine-tuning|Research|Communication|Cloud,27.69,98,58.3,7.2,2026,2,0,0,1
AIJOB1275,AI Research Scientist,Research,Senior,8,PhD,142000.0,95000.0,320000.0,New York,USA,Hybrid,Startup (1-50),Automotive,Python|Deep Learning|Publishing|Git|Cloud,31.57,88,24.9,9.0,2026,3,1,1,0
AIJOB1276,AI Product Manager,Product,Mid,6,Bootcamp/Self-taught,144000.0,90000.0,320000.0,Boston,USA,Fully Remote,SME (51-500),Retail,Product Strategy|Data Analysis|Stakeholder Mgmt|Agile|Statistics,29.76,85,16.8,8.3,2025,7,0,1,0
AIJOB1277,Data Scientist,Data Science,Entry,3,Bootcamp/Self-taught,138000.0,90000.0,300000.0,Beijing,China,Fully Remote,SME (51-500),Healthcare,Scikit-learn|Python|ML Algorithms|Data Visualization|Statistics|SQL|Statistics|Cloud|Git,29.23,92,42.9,9.0,2026,1,0,1,0
AIJOB1278,Data Engineer (AI),Data Engineering,Mid,6,Bootcamp/Self-taught,130000.0,90000.0,320000.0,Singapore,Singapore,Hybrid,Enterprise (5000+),Retail,Airflow|Feature Stores|SQL|Python|ETL|dbt|Spark|Agile|Cloud|Git,36.59,88,14.5,7.9,2025,4,0,1,0
AIJOB1279,AI Engineer,AI Engineering,Entry,2,Bootcamp/Self-taught,100000.0,90000.0,300000.0,Paris,France,On-site,Startup (1-50),Media,Cloud (AWS/GCP/Azure)|LLM Integration|Docker|Python|PyTorch|Agile,48.72,95,87.3,8.8,2025,7,0,0,0
AIJOB1280,Computer Vision Engineer,AI Engineering,Senior,9,Bootcamp/Self-taught,176000.0,95000.0,320000.0,Remote,Global,On-site,Startup (1-50),Media,Python|OpenCV|CNNs|PyTorch|CUDA|Image Processing|Agile,15.18,87,28.0,6.9,2026,3,1,0,0
AIJOB1281,Senior ML Engineer,AI Engineering,Mid,6,Master's,309000.0,90000.0,320000.0,Singapore,Singapore,Fully Remote,Big Tech (FAANG+),Technology,MLOps|Python|Distributed Systems|PyTorch|Communication|Agile|Git,50.73,96,69.2,8.6,2026,1,0,1,0
AIJOB1282,Robotics Engineer (AI),Robotics,Senior,10,Associate's,125000.0,95000.0,320000.0,Zurich,Switzerland,Hybrid,SME (51-500),Finance,Control Systems|Python|ROS|Leadership,39.76,76,29.7,7.5,2025,8,1,1,0
AIJOB1283,AI Product Manager,Product,Mid,6,Associate's,252000.0,90000.0,320000.0,Zurich,Switzerland,Hybrid,Big Tech (FAANG+),Finance,Data Analysis|Agile|Stakeholder Mgmt|Product Strategy|AI Literacy|Linux,22.93,85,18.7,7.6,2025,7,0,1,0
AIJOB1284,Data Engineer (AI),Data Engineering,Mid,5,Bachelor's,130000.0,90000.0,320000.0,Dubai,UAE,On-site,Startup (1-50),Government,Feature Stores|ETL|SQL|Airflow|Git,36.59,88,19.9,9.7,2025,6,0,0,0
AIJOB1285,AI Solutions Architect,Architecture,Lead,15,Bootcamp/Self-taught,180000.0,180000.0,320000.0,Chicago,USA,On-site,Enterprise (5000+),Research,Cloud|Python|System Design|Leadership|ML|Enterprise Architecture|Leadership|Linux,28.0,84,21.1,6.0,2025,8,0,0,0
AIJOB1286,Data Engineer (AI),Data Engineering,Mid,7,Bootcamp/Self-taught,130000.0,90000.0,320000.0,Los Angeles,USA,Hybrid,SME (51-500),Manufacturing,Airflow|Python|Spark|Feature Stores|Problem Solving|Leadership,36.59,88,26.2,7.2,2026,1,0,1,0
AIJOB1287,NLP Engineer,AI Engineering,Senior,8,PhD,267000.0,95000.0,320000.0,Remote,Global,Hybrid,SME (51-500),Healthcare,BERT|LLMs|Transformers|Text Processing|Problem Solving|Leadership|Git,28.67,91,68.5,8.3,2025,6,1,1,0
AIJOB1288,AI Compliance Manager,Governance,Mid,5,PhD,153000.0,90000.0,320000.0,Toronto,Canada,Fully Remote,Startup (1-50),Finance,Auditing|EU AI Act|Documentation|Risk Management|Cloud|Linux,25.37,68,22.7,7.5,2025,12,0,1,0
AIJOB1289,Robotics Engineer (AI),Robotics,Mid,6,PhD,175000.0,90000.0,320000.0,Sydney,Australia,On-site,SME (51-500),Energy,C++|Python|ROS|Control Systems|Simulation|SQL,14.63,76,25.0,8.3,2026,3,0,0,0
AIJOB1290,AI Product Manager,Product,Senior,10,PhD,140000.0,95000.0,320000.0,Beijing,China,Hybrid,Startup (1-50),Education,Data Analysis|Agile|Product Strategy|AI Literacy|Stakeholder Mgmt|Problem Solving|Linux|Git,32.53,85,9.7,8.5,2026,1,1,1,0
AIJOB1291,Prompt Engineer,AI Engineering,Entry,2,Bachelor's,127000.0,90000.0,300000.0,Sydney,Australia,On-site,Big Tech (FAANG+),Consulting,LLM APIs|NLP|Testing|Prompt Design|Documentation|Python|Research,34.87,82,5.3,9.5,2025,11,0,0,1
AIJOB1292,AI Research Scientist,Research,Mid,7,Associate's,115000.0,90000.0,320000.0,Chicago,USA,Fully Remote,Mid-size (501-5000),Retail,Deep Learning|PyTorch|Mathematics|Communication|Cloud|Statistics,43.9,88,18.6,8.5,2025,5,0,1,0
AIJOB1293,AI Research Scientist,Research,Mid,4,Master's,258000.0,90000.0,320000.0,Paris,France,Hybrid,Big Tech (FAANG+),Retail,Publishing|Research|PyTorch|Deep Learning|Problem Solving,25.85,88,27.4,6.3,2026,3,0,1,0
AIJOB1294,Prompt Engineer,AI Engineering,Mid,5,PhD,200000.0,90000.0,320000.0,Seattle,USA,On-site,Mid-size (501-5000),Education,Prompt Design|Python|NLP|LLM APIs|Documentation|Leadership|Git|Communication,2.44,82,20.9,7.1,2025,2,0,0,1
AIJOB1295,Multimodal AI Engineer,AI Engineering,Senior,8,Bootcamp/Self-taught,160000.0,95000.0,320000.0,Beijing,China,Fully Remote,Startup (1-50),Healthcare,Python|Vision-Language Models|APIs|Statistics|Agile,22.89,90,9.4,8.4,2025,8,1,1,1
AIJOB1296,LLM Engineer,AI Engineering,Entry,3,Associate's,239000.0,90000.0,300000.0,Sydney,Australia,Fully Remote,Enterprise (5000+),Consulting,LLM APIs|Vector DBs|RAG|Python|Prompt Engineering|Git,22.56,98,29.0,8.6,2026,1,0,1,1
AIJOB1297,MLOps Engineer,ML Operations,Mid,6,PhD,182000.0,90000.0,320000.0,Austin,USA,Hybrid,Mid-size (501-5000),Retail,MLflow|Monitoring|Kubernetes|Docker|Communication|Problem Solving,11.22,93,31.8,6.9,2025,6,0,1,0
AIJOB1298,Data Scientist,Data Science,Entry,2,Associate's,182000.0,90000.0,300000.0,Dubai,UAE,Hybrid,Enterprise (5000+),Media,SQL|ML Algorithms|Statistics|Scikit-learn|Python|Data Visualization|Problem Solving|Linux,6.67,92,34.6,7.3,2026,3,0,1,0
AIJOB1299,Data Engineer (AI),Data Engineering,Mid,5,Associate's,213000.0,90000.0,320000.0,Chicago,USA,Hybrid,Big Tech (FAANG+),Automotive,Spark|dbt|Airflow|Cloud|Agile|Statistics,3.9,88,26.5,7.5,2025,8,0,1,0
AIJOB1300,Data Scientist,Data Science,Mid,6,Bachelor's,140000.0,90000.0,320000.0,Tokyo,Japan,Hybrid,Big Tech (FAANG+),Consulting,SQL|Statistics|Scikit-learn|Python|Data Visualization|Problem Solving|Cloud,31.71,92,46.4,8.2,2026,2,0,1,0
AIJOB1301,AI Solutions Architect,Architecture,Mid,6,Bootcamp/Self-taught,246000.0,90000.0,320000.0,San Francisco,USA,Fully Remote,Enterprise (5000+),Automotive,Leadership|System Design|Enterprise Architecture|Cloud|ML|Python|SQL,20.0,84,28.8,8.7,2026,1,0,1,0
AIJOB1302,AI Product Manager,Product,Mid,6,Bootcamp/Self-taught,190000.0,90000.0,320000.0,Sydney,Australia,On-site,Enterprise (5000+),Consulting,Stakeholder Mgmt|Product Strategy|Data Analysis|Leadership|Cloud|SQL,7.32,85,12.3,8.1,2026,1,0,0,0
AIJOB1303,Deep Learning Engineer,AI Engineering,Senior,9,Associate's,161000.0,95000.0,320000.0,Paris,France,Hybrid,SME (51-500),Education,Python|TensorFlow|GPU Computing|CUDA|PyTorch|Cloud|Communication,22.41,89,25.6,8.8,2025,3,1,1,0
AIJOB1304,Robotics Engineer (AI),Robotics,Senior,8,Associate's,155000.0,95000.0,320000.0,Amsterdam,Netherlands,Fully Remote,Startup (1-50),Research,ROS|C++|Simulation|Computer Vision|Python|Control Systems|Communication|Leadership|Statistics,25.3,76,9.3,7.4,2026,3,1,1,0
AIJOB1305,Senior ML Engineer,AI Engineering,Senior,11,Associate's,180000.0,95000.0,320000.0,Amsterdam,Netherlands,On-site,SME (51-500),Automotive,Distributed Systems|MLOps|PyTorch|Leadership|Statistics,13.25,96,16.6,6.3,2026,2,1,0,0
AIJOB1306,Robotics Engineer (AI),Robotics,Mid,6,Bachelor's,125000.0,90000.0,320000.0,Bangalore,India,Hybrid,Enterprise (5000+),Education,C++|Control Systems|Simulation|Research,39.02,76,16.9,9.4,2025,7,0,1,0
AIJOB1307,Senior Data Scientist,Data Science,Senior,9,Master's,218000.0,95000.0,320000.0,New York,USA,On-site,SME (51-500),Automotive,Leadership|Deep Learning|Causal Inference|Advanced Statistics|Problem Solving|Cloud|Communication,5.06,90,29.1,6.7,2025,11,1,0,0
AIJOB1308,Prompt Engineer,AI Engineering,Entry,1,Bootcamp/Self-taught,129000.0,90000.0,300000.0,Seattle,USA,Hybrid,Enterprise (5000+),Healthcare,Python|Documentation|Testing|LLM APIs|NLP|Prompt Design|Cloud,33.85,82,16.1,7.2,2025,10,0,1,1
AIJOB1309,Robotics Engineer (AI),Robotics,Senior,8,PhD,125000.0,95000.0,320000.0,Beijing,China,Fully Remote,Enterprise (5000+),Manufacturing,Simulation|C++|Python|Computer Vision|Control Systems|Problem Solving,39.76,76,16.5,7.0,2026,1,1,1,0
AIJOB1310,AI Compliance Manager,Governance,Senior,10,Bootcamp/Self-taught,175000.0,95000.0,320000.0,London,UK,On-site,Enterprise (5000+),Manufacturing,EU AI Act|Documentation|Auditing|Legal Knowledge|Cloud|Research,15.66,68,13.8,7.1,2025,8,1,0,0
AIJOB1311,AI Compliance Manager,Governance,Entry,3,Associate's,100000.0,90000.0,300000.0,Los Angeles,USA,Hybrid,SME (51-500),Research,EU AI Act|Documentation|Legal Knowledge|Auditing|Risk Management|Cloud|Statistics,48.72,68,12.3,7.0,2025,6,0,1,0
AIJOB1312,AI Agent Developer,AI Engineering,Entry,3,PhD,215000.0,90000.0,300000.0,Amsterdam,Netherlands,On-site,Mid-size (501-5000),Education,Tool Use|APIs|Python|AutoGen|SQL|Problem Solving|Agile,10.26,96,68.8,6.3,2026,2,0,0,1
AIJOB1313,AI Business Analyst,Business,Senior,8,Bachelor's,96000.0,95000.0,320000.0,Singapore,Singapore,Fully Remote,Enterprise (5000+),Research,Communication|Data Visualization|Python|SQL|Business Analysis|Git|Statistics|Communication,53.73,78,11.9,7.6,2025,5,1,1,0
AIJOB1314,AI Ethics Officer,Governance,Senior,10,Associate's,110000.0,95000.0,320000.0,Zurich,Switzerland,Fully Remote,Enterprise (5000+),Healthcare,Communication|AI Policy|Risk Assessment|Ethics Frameworks|Research|Cloud|Leadership,46.99,72,14.3,6.5,2026,3,1,1,0
AIJOB1315,AI Business Analyst,Business,Mid,7,PhD,95000.0,90000.0,320000.0,Singapore,Singapore,On-site,Startup (1-50),Research,Python|SQL|Business Analysis|Problem Solving,53.66,78,12.1,6.1,2025,8,0,0,0
AIJOB1316,Multimodal AI Engineer,AI Engineering,Entry,3,Master's,300000.0,90000.0,300000.0,London,UK,Hybrid,Big Tech (FAANG+),Government,Python|PyTorch|Fine-tuning|APIs|Leadership,53.85,90,12.7,9.3,2025,10,0,1,1
AIJOB1317,Senior ML Engineer,AI Engineering,Senior,9,Master's,246000.0,95000.0,320000.0,Berlin,Germany,Fully Remote,Enterprise (5000+),Research,PyTorch|Python|Distributed Systems|MLOps|System Design|Git|SQL,18.55,96,67.7,9.0,2026,1,1,1,0
AIJOB1318,Data Engineer (AI),Data Engineering,Senior,8,Bootcamp/Self-taught,220000.0,95000.0,320000.0,Seattle,USA,On-site,Big Tech (FAANG+),Consulting,Airflow|SQL|Python|Spark|dbt|Feature Stores|Git|Leadership,6.02,88,17.9,6.7,2026,2,1,0,0
AIJOB1319,AI Compliance Manager,Governance,Senior,8,PhD,126000.0,95000.0,320000.0,Toronto,Canada,Fully Remote,Big Tech (FAANG+),Research,Risk Management|EU AI Act|Auditing|Documentation|Legal Knowledge|Problem Solving|SQL|Agile,39.28,68,6.9,6.6,2026,2,1,1,0
AIJOB1320,AI Product Manager,Product,Senior,10,Bootcamp/Self-taught,151000.0,95000.0,320000.0,Singapore,Singapore,Fully Remote,Big Tech (FAANG+),Media,AI Literacy|Data Analysis|Stakeholder Mgmt|Product Strategy|Agile|Communication|Agile|Git,27.23,85,23.3,9.8,2026,1,1,1,0
AIJOB1321,Computer Vision Engineer,AI Engineering,Mid,5,Master's,199000.0,90000.0,320000.0,Sydney,Australia,On-site,SME (51-500),Healthcare,OpenCV|Python|PyTorch|CNNs|CUDA|Communication|SQL|Git,2.93,87,16.8,6.7,2025,2,0,0,0
AIJOB1322,MLOps Engineer,ML Operations,Senior,8,Master's,130000.0,95000.0,320000.0,Sydney,Australia,On-site,Startup (1-50),Automotive,Docker|Kubernetes|Python|MLflow|Monitoring|SQL,37.35,93,15.7,7.7,2025,12,1,0,0
AIJOB1323,Data Scientist,Data Science,Mid,4,PhD,195000.0,90000.0,320000.0,New York,USA,Fully Remote,Big Tech (FAANG+),Manufacturing,SQL|Scikit-learn|Data Visualization|ML Algorithms|Statistics|Agile,4.88,92,72.2,8.8,2025,10,0,1,0
AIJOB1324,Data Scientist,Data Science,Mid,5,PhD,195000.0,90000.0,320000.0,Austin,USA,Hybrid,Enterprise (5000+),Consulting,ML Algorithms|Python|Data Visualization|Scikit-learn|Statistics|Cloud,4.88,92,16.3,9.4,2026,3,0,1,0
AIJOB1325,Generative AI Engineer,AI Engineering,Mid,7,PhD,171000.0,90000.0,320000.0,Dubai,UAE,Hybrid,SME (51-500),Healthcare,Diffusion Models|LLMs|GenAI APIs|Leadership|Linux,16.59,95,51.4,9.5,2026,3,0,1,1
AIJOB1326,LLM Engineer,AI Engineering,Entry,3,Master's,160000.0,90000.0,300000.0,Beijing,China,On-site,Big Tech (FAANG+),Energy,RAG|Prompt Engineering|Python|Fine-tuning|Vector DBs|Statistics,17.95,98,61.3,9.5,2026,2,0,0,1
AIJOB1327,AI Ethics Officer,Governance,Mid,6,Bachelor's,210000.0,90000.0,320000.0,Austin,USA,Hybrid,SME (51-500),Energy,AI Policy|Research|Ethics Frameworks|Research|Agile|Statistics,2.44,72,25.1,8.1,2026,1,0,1,0
AIJOB1328,RAG Engineer,AI Engineering,Mid,7,PhD,202000.0,90000.0,320000.0,Singapore,Singapore,Fully Remote,Startup (1-50),Technology,LLMs|Search Systems|Python|Linux|Leadership|Cloud,1.46,94,55.3,6.7,2026,1,0,1,1
AIJOB1329,Computer Vision Engineer,AI Engineering,Mid,7,PhD,280000.0,90000.0,320000.0,San Francisco,USA,Hybrid,Enterprise (5000+),Research,CNNs|Image Processing|PyTorch|Python|CUDA|OpenCV|Leadership,36.59,87,14.8,8.6,2025,2,0,1,0
AIJOB1330,LLM Engineer,AI Engineering,Mid,6,Master's,260000.0,90000.0,320000.0,Toronto,Canada,On-site,Mid-size (501-5000),Finance,Prompt Engineering|Vector DBs|RAG|Fine-tuning|LLM APIs|Python|Problem Solving|Communication,26.83,98,18.8,8.5,2026,1,0,0,1
